,centrocosto,financiadortipo,financiador,tipoimputacion,imputacion,importeimp,fechacobro,tipofactura,factura,fechaemision,importe,fechaentrega
1238,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL ELECTRICISTAS NAVALES                 ,RECX2  ,6031,99628,4/30/2020,FACB2  ,7744,4/2/2020,107593,4/28/2020
1297,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DE PATRONES DE CABOTAJE DE RIOS Y PUER,RECX2  ,6132,143373,5/15/2020,FACA2  ,2452,2/26/2020,82810,4/28/2020
1298,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DE SERENOS DE BUQUES                  ,RECX2  ,6124,199310,5/15/2020,FACB2  ,7810,4/9/2020,205842,4/28/2020
1459,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DE SEGUROS                            ,RECX2  ,6231,137946.82,5/29/2020,FAECA  ,191,4/28/2020,139979.82,4/28/2020
1513,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DEL PERSONAL SUPERIOR MERCEDES BENZ AR,RECX2  ,6223,187496.89,5/29/2020,FACB2  ,7774,4/6/2020,267955.89,4/28/2020
1536,Seguridad Social y Privados,OS NACIONAL,O.S. DE LOS TRABAJ. DE LAS EMPRESAS DE ELECTRICIDA,RECX2  ,6204,173405.1,5/29/2020,FACB2  ,7684,3/25/2020,67085,4/28/2020
1598,Seguridad Social y Privados,OS NACIONAL,ACCION SOCIAL DE EMPRESARIOS                      ,RECX2  ,6285,1815820.2,6/10/2020,FACA2  ,2522,3/18/2020,57915,4/28/2020
1662,Seguridad Social y Privados,OS NACIONAL,FEDERACION DE CAMARAS Y CENTROS COMERCIALES ZONALE,RECX2  ,6311,830683.3,6/12/2020,FACB2  ,7688,3/25/2020,1906119,4/28/2020
1664,Seguridad Social y Privados,OS NACIONAL,FEDERACION DE CAMARAS Y CENTROS COMERCIALES ZONALE,RECX2  ,6312,1384472.1,6/12/2020,FACB2  ,7688,3/25/2020,1906119,4/28/2020
1738,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DE EMPLEADOS DE LA MARINA MERCANTE    ,RECX2  ,6353,99704.15,6/22/2020,FACB2  ,7784,4/8/2020,99704.16,4/28/2020
1739,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DE EMPLEADOS DE LA MARINA MERCANTE    ,RECX2  ,6354,52658,6/22/2020,FACB2  ,7522,3/11/2020,53528,4/28/2020
1740,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DE EMPLEADOS DE LA MARINA MERCANTE    ,RECX2  ,6355,720487.88,6/22/2020,FACB2  ,7369,2/26/2020,727511.88,4/28/2020
1875,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DE PETROLEROS                         ,RECX2  ,6453,218213.27,6/30/2020,FAECA  ,189,4/27/2020,220207.27,4/28/2020
1896,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DEL PERSONAL SUPERIOR MERCEDES BENZ AR,RECX2  ,6458,531708,6/30/2020,FACB2  ,7774,4/6/2020,267955.89,4/28/2020
2203,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DEL PERSONAL DE LA ENSEÑANZA PRIVADA  ,RECX2  ,6599,165745.11,7/30/2020,FACB2  ,8397,6/1/2020,5162,9/8/2020
2160,Seguridad Social y Privados,CONSULADO,CAJA NOTARIAL COMPLEMENTARIA DE SEGURIDAD SOCIAL  ,RECX2  ,6600,16842,7/30/2020,FACB2  ,8893,7/1/2020,16842,7/1/2020
2151,Seguridad Social y Privados,MEDICINA PREPAGA,OMINT S.A.                                        ,RECX2  ,6601,83139.72,7/30/2020,FACA2  ,2698,5/19/2020,83139.72,6/4/2020
2168,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL UP DEL PERSONAL CIVIL DE LA NACION    ,RECX2  ,6602,807712,7/30/2020,FAECA  ,236,6/19/2020,807712,6/22/2020
2193,Seguridad Social y Privados,OS NACIONAL,O.S. DE AGENTES DE PROPAGANDA MEDICA DE LA REP. AR,RECX2  ,6603,70142,7/30/2020,FACA2  ,2573,4/9/2020,80891.3,4/29/2020
2527,Seguridad Social y Privados,OS NACIONAL,O. S. DE TRABAJADORES DE PRENSA DE BUENOS AIRES   ,RECX2  ,6730,1874234.86,8/12/2020,FACB2  ,7571,3/16/2020,215480.3,4/28/2020
2566,Seguridad Social y Privados,OS NACIONAL,O. S. DEL PERSONAL DE LA INDUSTRIA DEL VIDRIO     ,RECX2  ,6757,91592,8/13/2020,FACB2  ,7542,3/12/2020,24049,4/28/2020
3881,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DE JEFES Y OFICIALES MAQUINISTAS NAVAL,RECX2  ,7490,12748,10/23/2020,FACA2  ,2526,3/18/2020,12748,4/28/2020
3915,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DE EMPLEADOS DE LA MARINA MERCANTE    ,RECX2  ,7481,5581,10/23/2020,FACB2  ,7522,3/11/2020,53528,4/28/2020
1302,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL ELECTRICISTAS NAVALES                 ,RECX2  ,6119,45977,5/15/2020,FACB2  ,7971,4/27/2020,49551,4/25/2020
1315,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DE COMISARIOS NAVALES                 ,RECX2  ,6129,5459.81,5/15/2020,FACA2  ,2612,4/22/2020,5459.81,4/25/2020
1276,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DEL PERSONAL DE LA INDUSTRIA DEL HIELO,RECX2  ,6106,104081,5/14/2020,FACB2  ,6716,12/12/2019,64738,4/24/2020
1277,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DEL PERSONAL DE LA INDUSTRIA DEL HIELO,RECX2  ,6107,219113,5/14/2020,FACB2  ,6922,1/13/2020,130067,4/24/2020
2213,Seguridad Social y Privados,OS NACIONAL,"OS DE MANDOS, MEDIOS DE TELECOM. EN ARG. y MERCOSU",RECX2  ,6604,1156611.61,7/30/2020,FACB2  ,8135,5/15/2020,981027.85,8/11/2020
2781,Seguridad Social y Privados,OS NACIONAL,ACA SALUD                                         ,RECX2  ,6841,43276.65,8/25/2020,FACA2  ,2568,4/8/2020,43276.65,4/24/2020
3018,Seguridad Social y Privados,OS NACIONAL,O. S. DEL PERSONAL DE LA IND. CINEMATOGRAFICA     ,RECX2  ,7026,51694.44,9/8/2020,FACB2  ,7838,4/14/2020,58185.44,4/24/2020
2188,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DEL PERSONAL SUPERIOR MERCEDES BENZ AR,RECX2  ,6605,91079,7/30/2020,FACB2  ,8077,5/7/2020,748192.81,5/15/2020
2190,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DEL PERSONAL SUPERIOR MERCEDES BENZ AR,RECX2  ,6606,532388,7/30/2020,FACB2  ,8592,6/17/2020,37139,7/14/2020
1649,Seguridad Social y Privados,OS NACIONAL,O.S. DE LOS  SUPERV. DE LA IND. METALMECANICA REP.,RECX2  ,6302,595000,6/11/2020,FACB2  ,7837,4/14/2020,1214144,4/22/2020
1655,Seguridad Social y Privados,OS NACIONAL,O.S. DE LOS  SUPERV. DE LA IND. METALMECANICA REP.,RECX2  ,6305,858435.57,6/11/2020,FACB2  ,7837,4/14/2020,1214144,4/22/2020
2580,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DE ACTORES                            ,RECX2  ,6768,60439,8/14/2020,FACB2  ,7816,4/13/2020,60439,4/22/2020
2583,Seguridad Social y Privados,PROVINCIA,MINISTERIO DE SALUD DE LA PAMPA                   ,RECX2  ,6805,15424,8/19/2020,FACB2  ,7833,4/14/2020,15424,4/22/2020
2936,Seguridad Social y Privados,OS NACIONAL,"OS PERS ESTAC DE SERV, GARAGES, PLAYAS ESTAC Y LAV",RECX2  ,7010,462152,9/7/2020,FACB2  ,7806,4/9/2020,462152,4/22/2020
1317,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DE BOXEADORES AGREMIADOS DE LA REP ARG,RECX2  ,6126,761682.05,5/15/2020,FACB2  ,7795,4/8/2020,720750.05,4/21/2020
1472,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DE EJECUTIVOS Y DEL PERSONAL DE DIRECC,RECX2  ,6181,2009015.94,5/29/2020,FAECA  ,184,4/21/2020,2073134.94,4/21/2020
1829,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DEL PERSONAL DEL AUTOMOVIL CLUB ARGENT,RECX2  ,6412,121713,6/26/2020,FAECA  ,179,4/17/2020,160535,4/21/2020
1907,Seguridad Social y Privados,OS NACIONAL,OBRA SOC.DE MINISTROS SECRETARIOS Y SUBSECRETARIOS,RECX2  ,6462,519870.76,6/30/2020,FACB2  ,7799,4/8/2020,178915.78,4/21/2020
2492,Seguridad Social y Privados,OS NACIONAL,O.S. ASOC. MUTUAL DE LOS OB. CATOLICOS PADRE GROTE,RECX2  ,6724,719962.22,8/12/2020,FACB2  ,7508,3/11/2020,457658.02,4/21/2020
3398,Seguridad Social y Privados,MEDICINA PREPAGA,VISITAR SRL                                       ,RECX2  ,7242,117289.09,9/30/2020,FAECA  ,185,4/21/2020,121469.09,4/21/2020
1556,Seguridad Social y Privados,OS NACIONAL,OS DE EMPL Y PERS JERARQ. DE LA ACT. DEL NEUMATICO,RECX2  ,6225,207298,5/29/2020,FACB2  ,7388,2/26/2020,214850,4/20/2020
1557,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DE DIRECCION                          ,RECX2  ,6261,47914,6/4/2020,FACB2  ,7756,4/3/2020,54405,4/20/2020
1709,Seguridad Social y Privados,OS NACIONAL,Obra Social de Petroleros Privados                ,RECX2  ,6334,7808,6/22/2020,FACB2  ,7677,3/25/2020,7808,4/20/2020
2222,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DE VIAJANTES VENDEDORES DE LA REPUBLIC,RECX2  ,6607,750000,7/30/2020,FACA2  ,2329,1/9/2020,3216736.04,1/29/2020
2146,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DE PETROLEROS DE CORDOBA              ,RECX2  ,6608,598,7/30/2020,FACB2  ,6655,12/5/2019,3675,1/2/2020
2175,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DEL PERSONAL DE LA INDUSTRIA BOTONERA ,RECX2  ,6609,23243,7/30/2020,FACB2  ,8290,5/27/2020,23897,6/19/2020
2205,Seguridad Social y Privados,OS NACIONAL,O.S. DEL PERS. DEL MTERIO. DE ECON. y OS. y SS.PUB,RECX2  ,6610,15444,7/30/2020,FACB2  ,8889,6/30/2020,16344,7/17/2020
2161,Seguridad Social y Privados,OS NACIONAL,"O.S. PERSONAL DE JARDI, PARQ Y VIV DE LA REP ARG  ",RECX2  ,6611,7165,7/30/2020,FACB2  ,8287,5/27/2020,7165,6/29/2020
2149,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DEL PERSONAL DE LOS HIPODROMOS DE BUEN,RECX2  ,6612,9873,7/30/2020,FACB2  ,8568,6/16/2020,19612,7/2/2020
2791,Seguridad Social y Privados,MEDICINA PREPAGA,GALENO ARGENTINA S.A.                             ,RECX2  ,6910,111573.99,8/27/2020,FAECA  ,182,4/20/2020,114904,4/20/2020
3963,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DEL PERSONAL DE MAESTRANZA            ,RECX2  ,7509,7779517.51,10/26/2020,FACB2  ,7786,4/8/2020,2139894.5,4/20/2020
1242,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL TRABAJADORES DE LA INDUSTRIA DEL GAS  ,RECX2  ,6065,115123,4/30/2020,FACB2  ,7321,2/21/2020,46502,4/17/2020
1566,Seguridad Social y Privados,OS NACIONAL,O.S. DE LA FED. ARG. DEL TRAB. DE LAS UNIV. NAC.  ,RECX2  ,6271,78653.2,6/10/2020,FACA2  ,2562,4/3/2020,40644.2,4/17/2020
1666,Seguridad Social y Privados,OS NACIONAL,FEDERACION DE CAMARAS Y CENTROS COMERCIALES ZONALE,RECX2  ,6313,1107577.68,6/12/2020,FACB2  ,7852,4/15/2020,1767678.03,4/17/2020
1670,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DE DOCENTES PARTICULARES              ,RECX2  ,6316,70857,6/17/2020,FACB2  ,7682,3/25/2020,211697,4/17/2020
1732,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DE LA  ACTIVIDAD MINERA               ,RECX2  ,6333,699380,6/22/2020,FACB2  ,7841,4/14/2020,664961,4/17/2020
1874,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DE PETROLEROS                         ,RECX2  ,6435,247346,6/30/2020,FAECA  ,175,4/13/2020,267689,4/17/2020
2167,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DE PATRONES DE CABOTAJE DE RIOS Y PUER,RECX2  ,6614,126900,7/30/2020,FACA2  ,2815,6/16/2020,61217,7/2/2020
2176,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DE EJECUTIVOS Y DEL PERSONAL DE DIRECC,RECX2  ,6615,582962.77,7/30/2020,FAECA  ,231,6/16/2020,590154.77,6/17/2020
2169,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL UP DEL PERSONAL CIVIL DE LA NACION    ,RECX2  ,6616,996112.49,7/30/2020,FACA2  ,2801,6/12/2020,82735,7/8/2020
2491,Seguridad Social y Privados,OS NACIONAL,O.S. DEL PERS. DEL MTERIO. DE ECON. y OS. y SS.PUB,RECX2  ,6737,509231.13,8/12/2020,FACB2  ,7578,3/16/2020,201590.53,4/17/2020
2689,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DEL PERSONAL DE ENTIDADES DEPORTIVAS Y,RECX2  ,6837,856741.12,8/25/2020,FACB2  ,7820,4/13/2020,862453.12,4/17/2020
2813,Seguridad Social y Privados,OS NACIONAL,O. S. CONDUCT. DE TRANS. DE COLECTIVO DE PASAJEROS,RECX2  ,6916,760809.57,8/31/2020,FACB2  ,7541,3/12/2020,774871.57,4/17/2020
3366,Seguridad Social y Privados,MEDICINA PREPAGA,OMINT S.A.                                        ,RECX2  ,7239,364243,9/30/2020,FAECA  ,174,4/9/2020,370847,4/17/2020
3788,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DEL PERSONAL DE LA SANIDAD ARGENTINA  ,RECX2  ,7430,7559698.54,10/16/2020,FACB2  ,7687,3/25/2020,6158880,4/17/2020
4590,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DE LOS EMPLEADOS DE COMERCIO Y ACTIVID,RECX2  ,7779,13840926.3,11/20/2020,FACB2  ,7843,4/15/2020,19006465.34,4/17/2020
4789,Seguridad Social y Privados,OS NACIONAL,O. S. DEL PERSONAL DE LA INDUSTRIA DEL CHACINADOS ,RECX2  ,7901,176975,11/30/2020,FACB2  ,7588,3/16/2020,176975,4/17/2020
1430,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DEL PERSONAL AUXILIAR DE CASAS PARTICU,RECX2  ,6197,1623329.91,5/29/2020,FACB2  ,7822,4/13/2020,4173184.99,4/16/2020
1481,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DE SEGUROS                            ,RECX2  ,6184,210265,5/29/2020,FAECA  ,177,4/16/2020,213950,4/16/2020
1553,Seguridad Social y Privados,OS NACIONAL,OS DE EMPL Y PERS JERARQ. DE LA ACT. DEL NEUMATICO,RECX2  ,6207,48099,5/29/2020,FACB2  ,7438,2/28/2020,49595,4/16/2020
1756,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL TRABAJADORES DE LA INDUSTRIA DEL GAS  ,RECX2  ,6336,21861,6/22/2020,FACB2  ,7789,4/8/2020,46026,4/16/2020
1757,Seguridad Social y Privados,MEDICINA PREPAGA,SWISS MEDICAL S.A.                                ,RECX2  ,6349,233159,6/22/2020,FAECA  ,178,4/16/2020,233159,4/16/2020
2210,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DEL PERSONAL DE LA ACTIVIDAD DEL TURF ,RECX2  ,6617,1278975.51,7/30/2020,FACA2  ,2911,6/30/2020,30888,7/23/2020
2157,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DE PETROLEROS                         ,RECX2  ,6618,51686,7/30/2020,FACA2  ,2842,6/19/2020,51686,6/24/2020
2594,Seguridad Social y Privados,OS NACIONAL,DIRECCION DE O. S. DEL SERVICIO PENITENCIARIO FED.,RECX2  ,6803,20075,8/19/2020,FACB2  ,7748,4/2/2020,20075,4/16/2020
2617,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DEL PERSONAL DE TELEVISION            ,RECX2  ,6812,84352,8/19/2020,FACB2  ,7824,4/13/2020,85365,4/16/2020
2841,Seguridad Social y Privados,OS NACIONAL,O.S. DEL PERS. DE LAS TELECOMUNICAC. DE LA REP. AR,RECX2  ,6953,241853.62,9/2/2020,FACA2  ,2504,3/12/2020,118343.66,4/16/2020
3358,Seguridad Social y Privados,NINGUNO,ETICA MEDICA S.A.                                 ,RECX2  ,7207,89450,9/29/2020,FACA2  ,2515,3/17/2020,41811,4/16/2020
3592,Seguridad Social y Privados,OS NACIONAL,O.S. PERS DE EDIF DE RENTA Y HOR DE CABA Y GRAN BA,RECX2  ,7319,2283889.71,10/8/2020,FACB2  ,7792,4/8/2020,2394871.71,4/16/2020
1182,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DEL PERSONAL DEL ORGANISMO DE CONTROL ,RECX2  ,6056,269533.29,4/30/2020,FACB2  ,7569,3/16/2020,298898.29,4/15/2020
1467,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DEL PERSONAL DE LA PUBLICIDAD         ,RECX2  ,6188,60184,5/29/2020,FACA2  ,2508,3/13/2020,20684,4/15/2020
1539,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DE PEONES DE TAXIS DE CAPITAL FEDERAL ,RECX2  ,6205,241357,5/29/2020,FACB2  ,7667,3/25/2020,241357,4/15/2020
1865,Seguridad Social y Privados,MUTUAL,ASOCIACION MUTUAL MEDICA DEL OESTE                ,RECX2  ,6436,12635,6/30/2020,FACB2  ,7676,3/25/2020,12635,4/15/2020
2214,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DE CONDUCTORES CAMIONEROS Y PERSONAL D,RECX2  ,6619,127001.76,7/30/2020,FACB2  ,7631,3/19/2020,26306,7/6/2020
2179,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DEL PERSONAL DE DIRECCION DE LA INDUST,RECX2  ,6620,40582,7/30/2020,FACB2  ,8868,6/30/2020,40582,7/22/2020
2155,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL SERVICIOS SOCIALES BANCARIOS          ,RECX2  ,6621,1068438.94,7/30/2020,FACB2  ,8213,5/21/2020,9168,5/28/2020
2158,Seguridad Social y Privados,OS NACIONAL,O.S.  DE LA CAM. DE EMP. DE AG. DE REMISES DE ARG ,RECX2  ,6622,546633.32,7/30/2020,FACB2  ,7909,4/21/2020,555253.32,5/6/2020
2150,Seguridad Social y Privados,PROVINCIA,MINISTERIO DE SALUD DE LA PAMPA                   ,RECX2  ,6623,86173,7/30/2020,FACB2  ,7360,2/26/2020,86173,3/18/2020
2284,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DE GUINCHEROS Y MAQUINISTAS DE GRUAS M,RECX2  ,6674,2223635.8,8/3/2020,FACB2  ,7353,2/21/2020,1907388.8,4/15/2020
1324,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL PROFESIONALES DEL TURF DE LA REPUBLICA,RECX2  ,6152,13512,5/20/2020,FACB2  ,7619,3/18/2020,13512,4/14/2020
1331,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL UP DEL PERSONAL CIVIL DE LA NACION    ,RECX2  ,6143,1904625.24,5/20/2020,FAECA  ,173,4/9/2020,2252927,4/14/2020
1455,Seguridad Social y Privados,MEDICINA PREPAGA,SABER SOCIEDAD ANONIMA                            ,RECX2  ,6234,3007.68,5/29/2020,FACA2  ,2536,3/19/2020,3738,4/14/2020
1705,Seguridad Social y Privados,MEDICINA PREPAGA,SABER SOCIEDAD ANONIMA                            ,RECX2  ,6338,125.32,6/22/2020,FACA2  ,2536,3/19/2020,3738,4/14/2020
2693,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DEL PERSONAL DE LA ACTIVIDAD VIAL     ,RECX2  ,6860,9674,8/25/2020,FACB2  ,7621,3/18/2020,9674,4/14/2020
3848,Seguridad Social y Privados,OS NACIONAL,"OBRA SOCIAL DEL PERSONAL DE IMPRENTA, DIARIOS Y AF",RECX2  ,7501,684,10/23/2020,FACB2  ,7762,4/3/2020,113732,4/14/2020
1186,Seguridad Social y Privados,OS NACIONAL,ASOC. PERS. DIR. Y JERARQ. DE IND. DEL CIGARRILLO ,RECX2  ,6039,7199,4/30/2020,FACB2  ,7632,3/19/2020,7199,4/13/2020
1239,Seguridad Social y Privados,OS NACIONAL,O. S. PROF. UNIV. DEL AGUA Y LA ENERGIA ELECTRICA ,RECX2  ,6070,5640,4/30/2020,FACB2  ,7627,3/18/2020,5640,4/13/2020
1357,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DE DIRECCION                          ,RECX2  ,6164,63646.91,5/22/2020,FACB2  ,7367,2/26/2020,63646.91,4/13/2020
1410,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL SERVICIOS SOCIALES BANCARIOS          ,RECX2  ,6196,386475.51,5/29/2020,FACB2  ,7599,3/17/2020,386475.51,4/13/2020
1502,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DE LOS MEDICOS DE LA CIUDAD DE BUENOS ,RECX2  ,6218,628666.95,5/29/2020,FACA2  ,2550,3/26/2020,666977.42,4/13/2020
1503,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DE LOS MEDICOS DE LA CIUDAD DE BUENOS ,RECX2  ,6219,628666.94,5/29/2020,FACA2  ,2550,3/26/2020,666977.42,4/13/2020
1532,Seguridad Social y Privados,MEDICINA PREPAGA,APRES  S.A.                                       ,RECX2  ,6251,112000.72,5/29/2020,FACA2  ,2534,3/19/2020,26943,4/13/2020
1583,Seguridad Social y Privados,COMPANIA DE SEGUROS,PROVINCIA ART SA                                  ,RECX2  ,6276,85881,6/10/2020,FACA2  ,2531,3/19/2020,98922,4/13/2020
1603,Seguridad Social y Privados,OS NACIONAL,"OBRA SOCIAL DEL PERSONAL DE BARRACAS DE LANAS, CUE",RECX2  ,6290,23233,6/10/2020,FACB2  ,7552,3/12/2020,23233,4/13/2020
1658,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DEL PERSONAL DE DIRECCION DE LA INDUST,RECX2  ,6307,108083,6/12/2020,FACB2  ,7302,2/20/2020,67441,4/13/2020
1667,Seguridad Social y Privados,OS PROVINCIAL,INST. PROVINCIAL DE SALUD DE LA PROVINCIA DE SALTA,RECX2  ,6314,28059,6/16/2020,FACB2  ,7742,4/2/2020,28059,4/13/2020
1743,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DE LOS MEDICOS DE LA CIUDAD DE BUENOS ,RECX2  ,6330,5709,6/22/2020,FACA2  ,2550,3/26/2020,666977.42,4/13/2020
1857,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL MUTUALIDAD INDUSTRIAL TEXTIL ARGENTINA,RECX2  ,6444,20447,6/30/2020,FACA2  ,2529,3/19/2020,20447,4/13/2020
1230,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DE MUSICOS                            ,RECX2  ,6069,47442,4/30/2020,FACB2  ,7601,3/17/2020,25108,4/10/2020
1169,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DEL PERSONAL DE DIRECCION PERFUMERIA  ,RECX2  ,6048,42643,4/30/2020,FACA2  ,2510,3/16/2020,42643,4/8/2020
1180,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DEL PERSONAL AUXILIAR DE CASAS PARTICU,RECX2  ,6074,2760024.84,4/30/2020,FACB2  ,7714,3/26/2020,1581230.77,4/8/2020
1294,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DE SEGUROS                            ,RECX2  ,6130,55594,5/15/2020,FACA2  ,2551,3/26/2020,72650,4/8/2020
1295,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DE PATRONES DE CABOTAJE DE RIOS Y PUER,RECX2  ,6112,1540816,5/15/2020,FAECA  ,172,4/6/2020,1550058,4/8/2020
1309,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL PERSONAL CARGA Y DESCARGA             ,RECX2  ,6120,51292,5/15/2020,FACB2  ,7658,3/19/2020,51292,4/8/2020
1412,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL SERVICIOS SOCIALES BANCARIOS          ,RECX2  ,6200,3858870.14,5/29/2020,FACB2  ,7767,4/6/2020,3858870.14,4/8/2020
1821,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DEL PERSONAL DE LA CONSTRUCCION       ,RECX2  ,6397,1837446.3,6/26/2020,FACA2  ,2554,3/27/2020,2053813.3,4/8/2020
2156,Seguridad Social y Privados,MEDICINA PREPAGA,BRISTOL MEDICINE  SRL                             ,RECX2  ,6624,23858,7/30/2020,FACA2  ,2564,4/3/2020,23858,4/15/2020
2159,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DE LA INDUSTRIA DE PASTAS ALIMENTICIAS,RECX2  ,6625,197988.4,7/30/2020,FACB2  ,7899,4/20/2020,32193,4/24/2020
2488,Seguridad Social y Privados,OS NACIONAL,O.S. ASOC. MUTUAL DE LOS OB. CATOLICOS PADRE GROTE,RECX2  ,6742,184931.22,8/12/2020,FACB2  ,7686,3/25/2020,185445.22,4/8/2020
2575,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DE ACTORES                            ,RECX2  ,6764,81507,8/14/2020,FACB2  ,7575,3/16/2020,81507,4/8/2020
2670,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DE LOS EMPLEADOS DE COMERCIO Y ACTIVID,RECX2  ,6875,2998725.28,8/25/2020,FACB2  ,7712,3/26/2020,4072691.85,4/8/2020
2688,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DEL PERSONAL DE ENTIDADES DEPORTIVAS Y,RECX2  ,6831,424190,8/25/2020,FACB2  ,7697,3/25/2020,425278,4/8/2020
3289,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DEL PERSONAL DE LA INDUSTRIA AZUCARERA,RECX2  ,7189,163964.72,9/24/2020,FACB2  ,7702,3/25/2020,8736,4/8/2020
3488,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL MUTUALIDAD INDUSTRIAL TEXTIL ARGENTINA,RECX2  ,7260,21659,9/30/2020,FACA2  ,2567,4/6/2020,21659,4/8/2020
3907,Seguridad Social y Privados,MEDICINA PREPAGA,VISITAR SRL                                       ,RECX2  ,7500,62735,10/23/2020,FACA2  ,2552,3/26/2020,63039,4/8/2020
4905,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DEL PERSONAL DE DIRECCION DE LA INDUST,RECX2  ,7844,326,11/30/2020,FACB2  ,7745,4/2/2020,40968,4/8/2020
1130,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DE COMISARIOS NAVALES                 ,RECX2  ,6001,46029,4/22/2020,FACA2  ,2195,11/13/2019,46029,4/7/2020
1319,Seguridad Social y Privados,MEDICINA PREPAGA,HOSPITAL ALEMAN                                   ,RECX2  ,6146,18685,5/20/2020,FACA2  ,2506,3/12/2020,18685,4/7/2020
